"full_location","island","site","transect","top_color","bowl_color","orders","number_of_insects","dateout","datecoll","duration","order_abrev"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","b","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","b","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","y","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","w","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","y","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","r","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","b","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","r","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","y","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","w","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","b","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","w","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","partial",0,2018-01-17,2018-01-20,3,"parti"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","r","other",0,2018-01-17,2018-01-20,3,"other"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
